xi_type,bin1,bin2,angbin,theta,xi_data,xi_err,xi_bpb,xi_lcdm
xip,1,4,3,2.955824775230528,-5.667028203902376e-06,1.095188032920308e-05,1.945450334689734e-06,1.86862939071279e-06
xip,1,4,4,6.016752640915019,-2.8825340930551997e-06,5.5857543096338535e-06,1.659297028127865e-06,1.615105223881995e-06
xip,1,4,5,12.247448713915892,6.164542124544087e-06,2.872239632069892e-06,1.2818094617872717e-06,1.2782571971156432e-06
xip,1,4,6,24.930391683376275,-4.116317833962698e-07,1.5161023562955131e-06,8.750338643700595e-07,8.939031797215555e-07
xip,1,4,7,50.74725716388292,1.0004626135406768e-06,8.395128324890206e-07,4.785303936192399e-07,5.05385188228418e-07
xip,1,4,8,103.2989831192456,1.2307741736791722e-07,4.801790924274673e-07,1.6263839106505008e-07,1.822279951793491e-07
xip,1,4,9,210.27106704526636,1.3750856910784777e-07,2.8690218891946533e-07,-3.6521236977108405e-09,-7.990957924389623e-10
xip,1,5,1,0.7133649061081178,-3.837018927000831e-06,4.5200376333661324e-05,2.376508431383988e-06,2.257126168839196e-06
xip,1,5,2,1.452095610920429,1.974681394285724e-05,2.2606459839683136e-05,2.2871098838549083e-06,2.178105591443572e-06
xip,1,5,3,2.955824775230528,1.26605773695398e-05,1.1430945217693108e-05,2.047896427739444e-06,1.966511173095291e-06
xip,1,5,4,6.016752640915019,1.0117218355337758e-05,5.847637249155927e-06,1.7452398486638224e-06,1.6985294899392944e-06
xip,1,5,5,12.247448713915892,5.533552048409907e-06,3.0274463627437414e-06,1.3464972596743024e-06,1.342834108108713e-06
xip,1,5,6,24.930391683376275,-2.182027166427733e-07,1.6162986999565796e-06,9.177569089490504e-07,9.376058584787232e-07
xip,1,5,7,50.74725716388292,1.4526953057930022e-07,9.046009050013404e-07,5.005604650426263e-07,5.288529402233574e-07
xip,1,5,8,103.2989831192456,6.88899072584772e-07,5.195737419356542e-07,1.6929993081281657e-07,1.898851108019452e-07
xip,1,5,9,210.27106704526636,2.748722576104113e-07,3.0853624989338866e-07,-4.075651616144931e-09,-1.120327417155942e-09
xip,2,2,1,0.7133649061081178,0.0001533491411092,3.989972126134018e-05,5.486942739445844e-06,5.180723621095823e-06
xip,2,2,2,1.452095610920429,4.093141634389976e-05,2.0635111766264573e-05,5.244680373311371e-06,4.968911545535991e-06
xip,2,2,3,2.955824775230528,4.810054739576919e-05,1.0677916296414549e-05,4.600684208263721e-06,4.4060019268453815e-06
xip,2,2,4,6.016752640915019,1.2633159710135703e-05,5.5167791283735576e-06,3.811673667776784e-06,3.7170154355096495e-06
xip,2,2,5,12.247448713915892,7.388404770657675e-06,2.8328889798142277e-06,2.8286115506176637e-06,2.8345996364658367e-06
xip,2,2,6,24.930391683376275,4.253373716625557e-06,1.4765639917968925e-06,1.828724566118424e-06,1.8821095411623543e-06
xip,2,2,7,50.74725716388292,1.5162665010583831e-06,8.060805421485895e-07,9.196952145282938e-07,9.86963637673078e-07
xip,2,2,8,103.2989831192456,6.768618702520175e-07,4.6101745949222665e-07,2.694382539310536e-07,3.1203076874542415e-07
xip,2,2,9,210.27106704526636,-2.4791707463992173e-07,2.828538611798528e-07,-1.6655246101318354e-08,-1.3584102178859885e-08
xip,2,3,1,0.7133649061081178,3.1073490785565886e-05,2.5648722994776155e-05,8.339561981246887e-06,7.839386946517965e-06
xip,2,3,2,1.452095610920429,2.7199306797837526e-05,1.3028619465626852e-05,7.945466622170715e-06,7.4971575789125264e-06
xip,2,3,3,2.955824775230528,2.790178997825276e-05,6.675298678796083e-06,6.900844560500753e-06,6.590645266140765e-06
xip,2,3,4,6.016752640915019,9.081565818048038e-06,3.441736062186338e-06,5.640365142951031e-06,5.497830383337478e-06
xip,2,3,5,12.247448713915892,4.589902252853762e-06,1.7849056684722707e-06,4.112028538243653e-06,4.120351185149674e-06
xip,2,3,6,24.930391683376275,2.6934126223334656e-06,9.593173784559875e-07,2.588031955665915e-06,2.669649012644712e-06
xip,2,3,7,50.74725716388292,1.566661968581236e-06,5.53676396720451e-07,1.2505141411563308e-06,1.3504025981409352e-06
xip,2,3,8,103.2989831192456,1.0021233885372485e-06,3.387103369094451e-07,3.394335257550108e-07,3.994836644795111e-07
xip,2,3,9,210.27106704526636,1.0004887449857453e-07,2.1633345714740406e-07,-2.699925041117684e-08,-2.4531174610166873e-08
xip,2,4,1,0.7133649061081178,6.599074963864188e-05,2.9873453912582095e-05,9.741612065967244e-06,9.142222439288294e-06
xip,2,4,2,1.452095610920429,5.168891377476757e-05,1.5007031510402439e-05,9.271959541883244e-06,8.735324383814474e-06
xip,2,4,3,2.955824775230528,1.8625071438761047e-05,7.63431631338026e-06,8.028091785088742e-06,7.658548106854374e-06
xip,2,4,4,6.016752640915019,1.7706342930704734e-05,3.929137186696679e-06,6.534010218140598e-06,6.366259723449612e-06
xip,2,4,5,12.247448713915892,7.954185239543087e-06,2.0505661905431487e-06,4.737076405247672e-06,4.745040743645306e-06
xip,2,4,6,24.930391683376275,8.387186307757092e-07,1.11974255459693e-06,2.955623786719844e-06,3.050303879447813e-06
xip,2,4,7,50.74725716388292,2.052783778219256e-06,6.586546644843481e-07,1.4093333841025551e-06,1.5247389295608532e-06
xip,2,4,8,103.2989831192456,7.776205020817418e-07,4.0727520851239407e-07,3.724039468803302e-07,4.4077674101960886e-07
xip,2,4,9,210.27106704526636,-6.672488933752969e-08,2.588082492795964e-07,-3.19667082551022e-08,-2.9826893942066545e-08
xip,2,5,1,0.7133649061081178,5.437918526304247e-05,3.1123156378234716e-05,1.0774412947538391e-05,1.0098571122711926e-05
xip,2,5,2,1.452095610920429,5.212096776877297e-05,1.561820559506486e-05,1.024910227831225e-05,9.644202902973638e-06
xip,2,5,3,2.955824775230528,2.0706801020543516e-05,7.955788793009367e-06,8.85846292397337e-06,8.442444063171628e-06
xip,2,5,4,6.016752640915019,1.661402666856747e-05,4.106429836708378e-06,7.19230155096634e-06,7.003731805513976e-06
xip,2,5,5,12.247448713915892,7.09454818542124e-06,2.1588079293565025e-06,5.197509304388434e-06,5.203595210253589e-06
xip,2,5,6,24.930391683376275,2.8853038186972007e-06,1.1934447066527186e-06,3.2264052436107216e-06,3.32972425178948e-06
xip,2,5,7,50.74725716388292,1.53547086850497e-06,7.09721437109502e-07,1.5263253905070071e-06,1.652710818920098e-06
xip,2,5,8,103.2989831192456,8.397576650265967e-07,4.403545578741059e-07,3.966911530312535e-07,4.7108799600015924e-07
xip,2,5,9,210.27106704526636,1.077568992720045e-07,2.78195365253685e-07,-3.562591760125172e-08,-3.3714225990841555e-08
xip,3,3,1,0.7133649061081178,2.641667313628938e-05,2.9942826395422585e-05,1.636999280615354e-05,1.520717489961574e-05
xip,3,3,2,1.452095610920429,5.3503685574264594e-05,1.533759756588225e-05,1.549300410210597e-05,1.4458842018314903e-05
xip,3,3,3,2.955824775230528,8.371051976008999e-06,7.912337635119155e-06,1.318181111074904e-05,1.248930872055191e-05
xip,3,3,4,6.016752640915019,2.052541038048577e-05,4.1088765408027295e-06,1.0486823108130451e-05,1.018523400612656e-05
xip,3,3,5,12.247448713915892,6.835716547047224e-06,2.1613002718311246e-06,7.385047023307959e-06,7.370344127038792e-06
xip,3,3,6,24.930391683376275,4.2040225301136906e-06,1.192210451851047e-06,4.398569703297238e-06,4.546932106162804e-06
xip,3,3,7,50.74725716388292,1.480406548925083e-06,7.097443735847626e-07,1.963446211698556e-06,2.1410938975742883e-06
xip,3,3,8,103.2989831192456,1.292132765189283e-06,4.436259030908752e-07,4.539508988167196e-07,5.523571733040077e-07
xip,3,3,9,210.27106704526636,-1.6485173190030465e-07,2.830877280972431e-07,-4.9481674980174425e-08,-5.0996209089336994e-08
xip,3,4,1,0.7133649061081178,6.612088085495114e-05,2.472938543502601e-05,2.1702868607816204e-05,2.003915672454742e-05
xip,3,4,2,1.452095610920429,5.727850370487654e-05,1.2618429736205168e-05,2.0483950021866348e-05,1.900801772318081e-05
xip,3,4,3,2.955824775230528,2.8363285948162968e-05,6.527432173957888e-06,1.727936320558933e-05,1.6300879524712958e-05
xip,3,4,4,6.016752640915019,1.581751388547166e-05,3.4187038601614517e-06,1.3598550345970525e-05,1.317094731647038e-05
xip,3,4,5,12.247448713915892,1.0122401322375225e-05,1.842149063204801e-06,9.4385046374023e-06,9.393702018784394e-06
xip,3,4,6,24.930391683376275,4.732479733539655e-06,1.0686623537595026e-06,5.493313247129408e-06,5.678101808100183e-06
xip,3,4,7,50.74725716388292,2.2796401277488887e-06,6.795513927324471e-07,2.3713837798326008e-06,2.594288688931087e-06
xip,3,4,8,103.2989831192456,1.3026855007006283e-06,4.4887420859479404e-07,5.085837643707536e-07,6.291108601834966e-07
xip,3,4,9,210.27106704526636,4.202416115809354e-07,2.9234461107951303e-07,-6.135404339460486e-08,-6.594045451610384e-08
xip,3,5,1,0.7133649061081178,5.747973566362571e-05,2.6061274193234862e-05,2.5706762654731578e-05,2.365066268816492e-05
xip,3,5,2,1.452095610920429,3.000765880177522e-05,1.3230661707811763e-05,2.4229852255106027e-05,2.2407208101429664e-05
xip,3,5,3,2.955824775230528,2.234721296614929e-05,6.8340393189704006e-06,2.03514409424156e-05,1.914647762622987e-05
xip,3,5,4,6.016752640915019,2.028390716863544e-05,3.586427297308757e-06,1.5928920586846415e-05,1.539759527700734e-05
xip,3,5,5,12.247448713915892,7.91316913473187e-06,1.9481979096437656e-06,1.0973459785054966e-05,1.0900132188374398e-05
xip,3,5,6,24.930391683376275,6.007705059656856e-06,1.1453014302834778e-06,6.309559835552855e-06,6.518353038781781e-06
xip,3,5,7,50.74725716388292,2.148159095803208e-06,7.360356292946811e-07,2.674441405028761e-06,2.9298281709840035e-06
xip,3,5,8,103.2989831192456,1.3967626886206652e-06,4.874593338959395e-07,5.486436873553531e-07,6.854489335722517e-07
xip,3,5,9,210.27106704526636,3.494261864666178e-07,3.157656871557969e-07,-7.008751415818055e-08,-7.695964470801434e-08
xip,4,4,1,0.7133649061081178,0.0001023552727716,3.789678034218639e-05,3.273325130804948e-05,2.98416605809936e-05
xip,4,4,2,1.452095610920429,8.525867051437298e-05,1.9522290452511557e-05,3.0740984983342e-05,2.818734851757099e-05
xip,4,4,3,2.955824775230528,5.929818765827252e-05,1.012697146259584e-05,2.552868623276738e-05,2.3863119465823856e-05
xip,4,4,4,6.016752640915019,1.7996175266597393e-05,5.323046076723417e-06,1.972302528901157e-05,1.896749286652133e-05
xip,4,4,5,12.247448713915892,1.781399897357048e-05,2.8876363990997852e-06,1.3330029066480118e-05,1.3186031038537169e-05
xip,4,4,6,24.930391683376275,7.235359570460992e-06,1.6808975337841047e-06,7.452899680453321e-06,7.69199782393416e-06
xip,4,4,7,50.74725716388292,4.522316615365407e-06,1.059136960611983e-06,3.0382232238859554e-06,3.3378382145015248e-06
xip,4,4,8,103.2989831192456,1.7130209380780849e-06,6.836574342489978e-07,5.668556568969488e-07,7.254840939778828e-07
xip,4,4,9,210.27106704526636,4.460352985834604e-07,4.3255978515093817e-07,-7.671198642121861e-08,-8.87491499307074e-08
xip,4,5,1,0.7133649061081178,0.00011607855937,2.878674173374665e-05,4.240641401091486e-05,3.832452418313561e-05
xip,4,5,2,1.452095610920429,0.0001017388889241,1.4778150063487603e-05,3.9710354527842045e-05,3.6112985991440833e-05
xip,4,5,3,2.955824775230528,5.240795404032439e-05,7.714314824819188e-06,3.267765730195701e-05,3.0345988717201104e-05
xip,4,5,4,6.016752640915019,2.794399934063168e-05,4.108615999704179e-06,2.49860429318593e-05,2.389225265641685e-05
xip,4,5,5,12.247448713915892,1.7947155497062146e-05,2.3044791633621286e-06,1.6618291001039023e-05,1.6361974501378218e-05
xip,4,5,6,24.930391683376275,1.217944695835048e-05,1.4216537894396339e-06,9.072200880326984e-06,9.344788658415576e-06
xip,4,5,7,50.74725716388292,4.857147044934385e-06,9.524309269956813e-07,3.570829873443179e-06,3.9298524156168536e-06
xip,4,5,8,103.2989831192456,2.71060537181631e-06,6.42020092882783e-07,6.039980567001023e-07,7.94015233465038e-07
xip,4,5,9,210.27106704526636,1.4050195088237204e-06,4.1176965096937594e-07,-8.685720988368488e-08,-1.0560850318904533e-07
xip,5,5,1,0.7133649061081178,0.0001772023269006,4.093254812741393e-05,6.196124323052978e-05,5.497157571220044e-05
xip,5,5,2,1.452095610920429,0.0001446351586479,2.0977381932479417e-05,5.770649089728239e-05,5.157442234557633e-05
xip,5,5,3,2.955824775230528,7.802876747538117e-05,1.0919194476279835e-05,4.668372663583288e-05,4.2754237652625095e-05
xip,5,5,4,6.016752640915019,4.344701273867966e-05,5.808175727018275e-06,3.507443116546059e-05,3.3092578918389377e-05
xip,5,5,5,12.247448713915892,2.501237630617236e-05,3.234224501319117e-06,2.2635638695722205e-05,2.2062982624580997e-05
xip,5,5,6,24.930391683376275,1.44644698651536e-05,1.9547229976620016e-06,1.1849424390833082e-05,1.2143452193892605e-05
xip,5,5,7,50.74725716388292,6.969679430189976e-06,1.2692746633835322e-06,4.392628424135947e-06,4.842772112749341e-06
xip,5,5,8,103.2989831192456,2.332359704664364e-06,8.272126461052966e-07,6.135821353318212e-07,8.581201024610175e-07
xip,5,5,9,210.27106704526636,1.2075508401045557e-06,5.173818396995839e-07,-9.100316178626659e-08,-1.244728239302111e-07
xim,1,1,1,0.7133649061081178,-3.345231695092189e-05,8.726669686806374e-05,,
xim,1,1,2,1.452095610920429,6.093176293867343e-05,4.42205478449766e-05,,
xim,1,1,3,2.955824775230528,1.953915386515683e-05,2.2482465696261226e-05,,
xim,1,1,4,6.016752640915019,4.69729904296149e-06,1.1463979835866871e-05,2.5363131747205637e-08,2.2588955045499288e-08
xim,1,1,5,12.247448713915892,4.958134790063652e-06,5.794461621072247e-06,3.4345950016430824e-08,3.0508670602488314e-08
xim,1,1,6,24.930391683376275,-4.312602539233401e-06,2.9260952338577435e-06,4.7513685178978757e-08,4.20378866523446e-08
xim,1,1,7,50.74725716388292,-7.949927061443629e-07,1.507346319589183e-06,5.6236867992563534e-08,5.2321878270112234e-08
xim,1,1,8,103.2989831192456,9.17260674541258e-08,7.966862336238866e-07,5.823575577668477e-08,5.6337929117657785e-08
xim,1,1,9,210.27106704526636,-5.671606336062956e-07,4.6264096905066685e-07,5.358722628693796e-08,5.3816304020571474e-08
xim,1,2,1,0.7133649061081178,-7.657055276319032e-05,4.425103523748728e-05,,
xim,1,2,2,1.452095610920429,-3.6696992221093816e-05,2.2252428450942598e-05,,
xim,1,2,3,2.955824775230528,1.3614696833239223e-05,1.1232311756948795e-05,,
xim,1,2,4,6.016752640915019,2.7041434296185686e-06,5.679961077112049e-06,5.3293932079131365e-08,4.7289685202112144e-08
xim,1,2,5,12.247448713915892,2.994122541333385e-06,2.854567869661931e-06,7.14306063713014e-08,6.285434096918094e-08
xim,1,2,6,24.930391683376275,-1.8578132135889642e-07,1.4394921316633059e-06,9.558157629321553e-08,8.493010161999556e-08
xim,1,2,7,50.74725716388292,8.167037459518072e-07,7.434110445052464e-07,1.0993365446399865e-07,1.0290740772469449e-07
xim,1,2,8,103.2989831192456,-1.2626993925530753e-07,3.9493848281510384e-07,1.0956963922072185e-07,1.065377671240474e-07
xim,1,2,9,210.27106704526636,2.595554927358428e-07,2.3187723859205856e-07,9.596111328820633e-08,9.707739495829001e-08
xim,1,3,1,0.7133649061081178,-3.989816303034426e-05,3.8003057270224006e-05,,
xim,1,3,2,1.452095610920429,-9.92008600132504e-06,1.899744080168112e-05,,
xim,1,3,3,2.955824775230528,-1.357801012563568e-06,9.548323463743242e-06,,
xim,1,3,4,6.016752640915019,6.559744782167952e-07,4.817159769317126e-06,6.54996050069506e-08,5.805627733311776e-08
xim,1,3,5,12.247448713915892,-3.168403664865032e-07,2.4219220747714038e-06,8.758555627595259e-08,7.687599694685217e-08
xim,1,3,6,24.930391683376275,5.656876287512494e-07,1.22509378337218e-06,1.1620227103663388e-07,1.0339870437552107e-07
xim,1,3,7,50.74725716388292,-7.186077707583145e-07,6.369973929433788e-07,1.3284066699229756e-07,1.2448520217376474e-07
xim,1,3,8,103.2989831192456,-8.021023086197764e-08,3.432107186742157e-07,1.3114296074870538e-07,1.27650783592272e-07
xim,1,3,9,210.27106704526636,2.2021682909016722e-07,2.055880775911197e-07,1.1346340580277472e-07,1.1496963095870161e-07
xim,1,4,1,0.7133649061081178,3.334798091179284e-05,4.333775674922892e-05,,
xim,1,4,2,1.452095610920429,-1.618441733581844e-05,2.15877741830292e-05,,
xim,1,4,3,2.955824775230528,4.080173647506965e-06,1.0830623928217846e-05,,
xim,1,4,4,6.016752640915019,6.558293628881308e-06,5.4610702290964775e-06,7.117979363121174e-08,6.305876285842364e-08
xim,1,4,5,12.247448713915892,-7.618471945253482e-07,2.7468949587623458e-06,9.510363099479109e-08,8.339088380971006e-08
xim,1,4,6,24.930391683376275,-6.872760804596806e-07,1.3916341987576963e-06,1.2579858161571986e-07,1.1197977745037914e-07
xim,1,4,7,50.74725716388292,1.0360290163796026e-06,7.276616927785499e-07,1.435009674489049e-07,1.3451089970851644e-07
xim,1,4,8,103.2989831192456,-3.356942314447077e-07,3.974107545298336e-07,1.4118259721680949e-07,1.37460530754501e-07
xim,1,4,9,210.27106704526636,5.022263285454332e-07,2.416526643307117e-07,1.2160849585834466e-07,1.2328290556726734e-07
xim,1,5,1,0.7133649061081178,6.055778426275388e-05,4.5092554622433843e-05,,
xim,1,5,2,1.452095610920429,-2.286700783057239e-05,2.2471286139184933e-05,,
xim,1,5,3,2.955824775230528,2.2225277250672917e-06,1.1278188680644232e-05,,
xim,1,5,4,6.016752640915019,-1.6454044608105805e-06,5.687822557590577e-06,7.536402626632706e-08,6.67308460925924e-08
xim,1,5,5,12.247448713915892,-5.62858556517856e-07,2.863510735710248e-06,1.0064171708183397e-07,8.817314788635499e-08
xim,1,5,6,24.930391683376275,-1.0384903434003284e-06,1.454528196009414e-06,1.3286757149577649e-07,1.1827872912349497e-07
xim,1,5,7,50.74725716388292,9.547611946704702e-07,7.64874066166701e-07,1.5135373080259968e-07,1.418702804887253e-07
xim,1,5,8,103.2989831192456,-2.0646044186973906e-07,4.2209730955499947e-07,1.4857815700070673e-07,1.446613927867111e-07
xim,1,5,9,210.27106704526636,4.355374749420225e-07,2.5889756942893245e-07,1.2760846414828905e-07,1.2938527930862632e-07
xim,2,2,1,0.7133649061081178,2.454242285272672e-05,3.982077092212751e-05,,
xim,2,2,2,1.452095610920429,5.26255419184339e-06,2.0539509142359916e-05,,
xim,2,2,3,2.955824775230528,-1.3665073255544706e-05,1.0577924572488923e-05,,
xim,2,2,4,6.016752640915019,3.6572661082454494e-06,5.4268999954765456e-06,2.046178637825998e-07,1.7871590081355924e-07
xim,2,2,5,12.247448713915892,4.51696072520878e-06,2.7542146867616617e-06,2.666201296159503e-07,2.290280600532488e-07
xim,2,2,6,24.930391683376275,2.043654337687698e-06,1.400889645040493e-06,3.279584041718776e-07,2.9603572726323815e-07
xim,2,2,7,50.74725716388292,7.130844768278979e-07,7.297818157030519e-07,3.589188612051607e-07,3.374865963109199e-07
xim,2,2,8,103.2989831192456,3.495738113277487e-07,3.913094391363192e-07,3.256600093824732e-07,3.193333590618455e-07
xim,2,2,9,210.27106704526636,4.131935264760784e-07,2.3318564711619407e-07,2.567773513467387e-07,2.626714624614605e-07
xim,2,3,1,0.7133649061081178,5.295102329812207e-06,2.5510052395799587e-05,,
xim,2,3,2,1.452095610920429,1.5593501556515563e-05,1.2865090847943185e-05,,
xim,2,3,3,2.955824775230528,1.8274269041676863e-06,6.511800375800792e-06,,
xim,2,3,4,6.016752640915019,2.5658379575008663e-06,3.3050549140130643e-06,3.3339564152507093e-07,2.886019868814481e-07
xim,2,3,5,12.247448713915892,5.33266687073897e-06,1.6725681583025722e-06,4.27611765471493e-07,3.6485197083503773e-07
xim,2,3,6,24.930391683376275,2.6546642010311397e-06,8.534485682883551e-07,5.125836170358746e-07,4.638144086553424e-07
xim,2,3,7,50.74725716388292,1.483282961001526e-06,4.4769477417920757e-07,5.498074185891795e-07,5.1668748069933e-07
xim,2,3,8,103.2989831192456,4.090749738295489e-07,2.437909868350443e-07,4.805414166878572e-07,4.721874175615518e-07
xim,2,3,9,210.27106704526636,3.833029718076652e-07,1.495840366388467e-07,3.6468746766043947e-07,3.7397892997204034e-07
xim,2,4,1,0.7133649061081178,6.253261402630343e-06,2.9704728608963028e-05,,
xim,2,4,2,1.452095610920429,2.7530290903565856e-05,1.4807721187336264e-05,,
xim,2,4,3,2.955824775230528,7.401782781300754e-06,7.4331541374097e-06,,
xim,2,4,4,6.016752640915019,-1.6677900525607346e-06,3.754986720138434e-06,3.975218052307826e-07,3.430811536200544e-07
xim,2,4,5,12.247448713915892,4.149549652154906e-06,1.8973588970179051e-06,5.073086900282201e-07,4.319987073790808e-07
xim,2,4,6,24.930391683376275,2.203759601619346e-06,9.690438514365984e-07,6.037650466509305e-07,5.464710018265977e-07
xim,2,4,7,50.74725716388292,1.168294620897714e-06,5.112682705316761e-07,6.436011105170723e-07,6.045482602455124e-07
xim,2,4,8,103.2989831192456,5.381421447549862e-07,2.8240345475700724e-07,5.560426422829999e-07,5.465873896882759e-07
xim,2,4,9,210.27106704526636,6.508449603639882e-07,1.7644911364188472e-07,4.169422294086366e-07,4.2778810102352373e-07
xim,2,5,1,0.7133649061081178,-2.573569764471608e-05,3.093414626540643e-05,,
xim,2,5,2,1.452095610920429,1.59396736803103e-05,1.5394958810332605e-05,,
xim,2,5,3,2.955824775230528,2.938083752187756e-07,7.728704540322807e-06,,
xim,2,5,4,6.016752640915019,3.555908670035415e-06,3.904179159340294e-06,4.447594606940643e-07,3.830716819429713e-07
xim,2,5,5,12.247448713915892,4.937011520590366e-07,1.974345401046564e-06,5.660163318255965e-07,4.812878875592034e-07
xim,2,5,6,24.930391683376275,2.0329856884803698e-06,1.011119215637211e-06,6.709325908741012e-07,6.071452194619924e-07
xim,2,5,7,50.74725716388292,1.4730932471504366e-07,5.36793028496294e-07,7.126929416205265e-07,6.690426198927975e-07
xim,2,5,8,103.2989831192456,1.9933923077430842e-07,2.9992271812229654e-07,6.116595798482695e-07,6.012008198094466e-07
xim,2,5,9,210.27106704526636,3.3419986106911565e-07,1.894010105206822e-07,4.554349795823949e-07,4.6728681737575837e-07
xim,3,3,1,0.7133649061081178,1.505566688024758e-06,2.972623746018255e-05,,
xim,3,3,2,1.452095610920429,1.1946690068651962e-05,1.5096592391405194e-05,,
xim,3,3,3,2.955824775230528,6.027740906228252e-06,7.680639057463819e-06,,
xim,3,3,4,6.016752640915019,-1.4147228989882929e-06,3.9135937256770115e-06,7.455185753566522e-07,6.302127864423622e-07
xim,3,3,5,12.247448713915892,4.119102092969517e-06,1.9892337906035757e-06,9.130536734811298e-07,7.755460049513259e-07
xim,3,3,6,24.930391683376275,1.6250855807449444e-06,1.0205786904039337e-06,1.056568926340097e-06,9.53997590041777e-07
xim,3,3,7,50.74725716388292,1.01081271502908e-06,5.399024299926059e-07,1.0846897797018492e-06,1.0153403045561116e-06
xim,3,3,8,103.2989831192456,6.106135467414077e-08,2.990242513106101e-07,8.796267382398682e-07,8.660471533184633e-07
xim,3,3,9,210.27106704526636,3.6248395591384585e-07,1.8846274033437117e-07,6.231772562665708e-07,6.400317471093661e-07
xim,3,4,1,0.7133649061081178,3.0136847037821516e-05,2.438406037929568e-05,,
xim,3,4,2,1.452095610920429,2.474353635395644e-05,1.2252326220283192e-05,,
xim,3,4,3,2.955824775230528,2.230793141595e-05,6.194223472461793e-06,,
xim,3,4,4,6.016752640915019,9.763365882500476e-06,3.1518631880823957e-06,1.0383861974812993e-06,8.678447706249708e-07
xim,3,4,5,12.247448713915892,5.8897576798632674e-06,1.6082149760015914e-06,1.2441842738643574e-06,1.0567710014672898e-06
xim,3,4,6,24.930391683376275,2.815350726677596e-06,8.305061411859092e-07,1.425173197584748e-06,1.2831913993983237e-06
xim,3,4,7,50.74725716388292,1.794757643127241e-06,4.441392634324573e-07,1.4366228066150989e-06,1.3411436734726877e-06
